"departure city","long. departure (decimal)","lat. departure (decimal)","departure country","arrival city","long. departure (decimal)","lat. departure (decimal)","arrival country","number of routes","distance"
"Jinan",117.359,37.428,"China","Hong Kong",114.524,22.514,"Hong Kong",1,1680
"Qingdao",120.624,36.443,"China","Kunming",103.239,25.653,"China",1,2039
"Taegu",129.098,36.49,"South Korea","Shanghai",122.342,31.238,"China",1,854
"Sanya",109.687,18.504,"China","Liuzhou",109.651,24.345,"China",1,649
"Sanya",109.687,18.504,"China","Lanzhou",104.028,36.195,"China",1,2043
"Simao",101.598,23.322,"China","Kunming",103.239,25.653,"China",1,307
"Shantou",117.138,23.666,"China","Nanjing",119.436,32.236,"China",1,979
"Shijiazhuang",115.162,38.467,"China","Wuhan",114.346,31.306,"China",1,799
"Shijiazhuang",115.162,38.467,"China","Qinhuangdao",120.218,40.613,"China",1,494
"Shijiazhuang",115.162,38.467,"China","Nanjing",119.436,32.236,"China",1,793
"Shijiazhuang",115.162,38.467,"China","Changchun",125.2,43.902,"China",1,1033
"Singapore",104.657,1.583,"Singapore","Nanning",108.287,23.013,"China",1,2414
"Singapore",104.657,1.583,"Singapore","Nanjing",119.436,32.236,"China",1,3743
"Qinhuangdao",120.218,40.613,"China","Shijiazhuang",115.162,38.467,"China",1,494
"Shenyang",123.483,41.637,"China","Weihai",122.381,37.311,"China",1,490
"Shanghai",122.342,31.238,"China","Xining",102.071,36.879,"China",1,1965
"Shanghai",122.342,31.238,"China","Wuyishan",118.001,28.169,"China",1,540
"Shanghai",122.342,31.238,"China","Nanchong",106.103,31.256,"China",1,1542
"Shanghai",122.342,31.238,"China","Luzhou",105.655,29.42,"China",1,1612
"Shanghai",122.342,31.238,"China","Lianyungang",119.416,34.916,"China",1,491
"Shanghai",122.342,31.238,"China","Huangyan",121.715,28.937,"China",1,262
"Shanghai",122.342,31.238,"China","Datong",113.803,40.1,"China",1,1250
"Yangon",96.222,17.512,"Burma","Nanning",108.287,23.013,"China",1,1398
"Siem-reap",104.354,13.684,"Cambodia","Shanghai",122.342,31.238,"China",1,2679
"Siem-reap",104.354,13.684,"Cambodia","Beijing",116.974,40.133,"China",1,3188
"Siem-reap",104.354,13.684,"Cambodia","Chengdu",104.578,30.964,"China",1,1921
"Shanghai",122.342,31.238,"China","Yancheng",120.208,33.642,"China",1,333
"Shanghai",122.342,31.238,"China","Yibin",104.907,29.333,"China",1,1685
"Shanghai",122.342,31.238,"China","Taegu",129.098,36.49,"South Korea",1,854
"Shanghai",122.342,31.238,"China","Siem-reap",104.354,13.684,"Cambodia",1,2679
"Shanghai",122.342,31.238,"China","Nanjing",119.436,32.236,"China",1,296
"Shanghai",122.342,31.238,"China","Muan",126.637,35.652,"South Korea",1,632
"Shanghai",122.342,31.238,"China","Honolulu",-157.871,21.531,"United States",1,7855
"Shanghai",122.342,31.238,"China","Denpasar",115.278,-8.581,"Indonesia",1,4491
"Shanghai",122.342,31.238,"China","Dazhou",107.833,31.5,"China",1,1376
"Busan",129.563,35.299,"South Korea","Yantai",121.619,37.669,"China",1,757
"Phnom-penh",105.406,11.91,"Cambodia","Nanning",108.287,23.013,"China",1,1271
"Beijing",116.974,40.133,"China","Siem-reap",104.354,13.684,"Cambodia",1,3188
"Beijing",116.974,40.133,"China","Luzhou",105.655,29.42,"China",1,1574
"Beijing",116.974,40.133,"China","Luoyang",112.466,34.683,"China",1,724
"Beijing",116.974,40.133,"China","Huai An",119.246,34.295,"China",1,679
"Nantong",121.626,32.118,"China","Changcha",113.366,28.315,"China",1,898
"Nanning",108.287,23.013,"China","Vientiane",102.938,18.647,"Laos",1,737
"Nanning",108.287,23.013,"China","Singapore",104.657,1.583,"Singapore",1,2414
"Nanning",108.287,23.013,"China","Yangon",96.222,17.512,"Burma",1,1398
"Nanning",108.287,23.013,"China","Phnom-penh",105.406,11.91,"Cambodia",1,1271
"Nanning",108.287,23.013,"China","Kuala Lumpur",102.183,3.242,"Malaysia",1,2294
"Nanjing",119.436,32.236,"China","Yuncheng",111.655,35.03,"China",1,784
"Nanjing",119.436,32.236,"China","Wanxian",108.676,31.393,"China",1,1020
"Nanjing",119.436,32.236,"China","Wenzhou",121.42,28.52,"China",1,454
"Nanjing",119.436,32.236,"China","Weihai",122.381,37.311,"China",1,625
"Nanjing",119.436,32.236,"China","Shantou",117.138,23.666,"China",1,979
"Nanjing",119.436,32.236,"China","Shijiazhuang",115.162,38.467,"China",1,793
"Nanjing",119.436,32.236,"China","Singapore",104.657,1.583,"Singapore",1,3743
"Nanjing",119.436,32.236,"China","Shanghai",122.342,31.238,"China",1,296
"Nanjing",119.436,32.236,"China","Liuzhou",109.651,24.345,"China",1,1297
"Nanjing",119.436,32.236,"China","Zhengzhou",114.401,34.866,"China",1,550
"Ninbo",121.769,30.377,"China","Huai An",119.246,34.295,"China",1,495
"Nanchong",106.103,31.256,"China","Shanghai",122.342,31.238,"China",1,1542
"Muan",126.637,35.652,"South Korea","Shanghai",122.342,31.238,"China",1,632
"Mandalay",96.629,22.17,"Burma","Luxi",98.886,24.668,"China",1,360
"Mandalay",96.629,22.17,"Burma","Kunming",103.239,25.653,"China",1,775
"Mudanjiang",129.948,44.873,"China","Dalian",121.897,39.609,"China",1,883
"Luzhou",105.655,29.42,"China","Shanghai",122.342,31.238,"China",1,1612
"Luzhou",105.655,29.42,"China","Beijing",116.974,40.133,"China",1,1574
"Luzhou",105.655,29.42,"China","Kunming",103.239,25.653,"China",1,481
"Liuzhou",109.651,24.345,"China","Xiamen",118.212,24.906,"China",1,867
"Liuzhou",109.651,24.345,"China","Wuhan",114.346,31.306,"China",1,900
"Liuzhou",109.651,24.345,"China","Sanya",109.687,18.504,"China",1,649
"Liuzhou",109.651,24.345,"China","Nanjing",119.436,32.236,"China",1,1297
"Liuzhou",109.651,24.345,"China","Kunming",103.239,25.653,"China",1,662
"Liuzhou",109.651,24.345,"China","Hangzhou",120.724,30.382,"China",1,1282
"Liuzhou",109.651,24.345,"China","Changcha",113.366,28.315,"China",1,576
"Liuzhou",109.651,24.345,"China","Chongqing",107.069,30.198,"China",1,698
"Linyi",118.686,35.076,"China","Kunming",103.239,25.653,"China",1,1811
"Linyi",118.686,35.076,"China","Hangzhou",120.724,30.382,"China",1,555
"Linyi",118.686,35.076,"China","Dalian",121.897,39.609,"China",1,578
"Linyi",118.686,35.076,"China","Changcha",113.366,28.315,"China",1,904
"Lianyungang",119.416,34.916,"China","Wuhan",114.346,31.306,"China",1,619
"Lianyungang",119.416,34.916,"China","Wenzhou",121.42,28.52,"China",1,735
"Lianyungang",119.416,34.916,"China","Dalian",121.897,39.609,"China",1,566
"Luoyang",112.466,34.683,"China","Weihai",122.381,37.311,"China",1,938
"Luoyang",112.466,34.683,"China","Beijing",116.974,40.133,"China",1,724
"Luoyang",112.466,34.683,"China","Kunming",103.239,25.653,"China",1,1338
"Lhasa",91.519,29.496,"China","Xi'an",109.252,34.745,"China",1,1766
"Lhasa",91.519,29.496,"China","Shangri-La",100.128,28.322,"China",1,847
"Luxi",98.886,24.668,"China","Mandalay",96.629,22.17,"Burma",1,360
"Lincang",100.041,24.23,"China","Kunming",103.239,25.653,"China",1,359
"Lijiang",100.388,27.472,"China","Changcha",113.366,28.315,"China",1,1278
"Lanzhou",104.028,36.195,"China","Sanya",109.687,18.504,"China",1,2043
"Guilin",110.065,25.363,"China","Hefei",117.497,32.3,"China",1,1057
"Guiyang",107.334,26.897,"China","Nanchang",116.5,29.441,"China",1,941
"Kuala Lumpur",102.183,3.242,"Malaysia","Nanning",108.287,23.013,"China",1,2294
"Kathmandu",85.598,28.16,"Nepal","Kunming",103.239,25.653,"China",1,1769
"Kunming",103.239,25.653,"China","Zhaotong",104.258,27.542,"China",1,233
"Kunming",103.239,25.653,"China","Yibin",104.907,29.333,"China",1,441
"Kunming",103.239,25.653,"China","Wenshan",104.405,23.626,"China",1,254
"Kunming",103.239,25.653,"China","Qingdao",120.624,36.443,"China",1,2039
"Kunming",103.239,25.653,"China","Simao",101.598,23.322,"China",1,307
"Kunming",103.239,25.653,"China","Mandalay",96.629,22.17,"Burma",1,775
"Kunming",103.239,25.653,"China","Luzhou",105.655,29.42,"China",1,481
"Kunming",103.239,25.653,"China","Liuzhou",109.651,24.345,"China",1,662
"Kunming",103.239,25.653,"China","Linyi",118.686,35.076,"China",1,1811
"Kunming",103.239,25.653,"China","Luoyang",112.466,34.683,"China",1,1338
"Kunming",103.239,25.653,"China","Lincang",100.041,24.23,"China",1,359
"Kunming",103.239,25.653,"China","Kathmandu",85.598,28.16,"Nepal",1,1769
"Kunming",103.239,25.653,"China","Yinchuan",106.015,38.803,"China",1,1485
"Kunming",103.239,25.653,"China","Phuket",98.528,8.188,"Thailand",1,2005
"Kunming",103.239,25.653,"China","Dubai",55.607,25.421,"United Arab Emirates",1,4752
"Kunming",103.239,25.653,"China","Dongsheng",110.055,40.416,"China",1,1758
"Kunming",103.239,25.653,"China","Dhaka",90.662,24.405,"Bangladesh",1,1274
"Kunming",103.239,25.653,"China","Chiang Mai",99.604,19.278,"Thailand",1,801
"Kunming",103.239,25.653,"China","Colombo",80.473,7.301,"Sri Lanka",1,3160
"Kunming",103.239,25.653,"China","Calcutta",88.744,23.091,"India",1,1494
"Kunming",103.239,25.653,"China","Beihai",109.49,21.899,"China",1,760
"Kunming",103.239,25.653,"China","Xingyi",105.597,25.147,"China",1,243
"Nanchang",116.5,29.441,"China","Guiyang",107.334,26.897,"China",1,941
"Nanchang",116.5,29.441,"China","Hong Kong",114.524,22.514,"Hong Kong",1,795
"Jinghong",101.266,22.623,"China","Bangkok",101.245,14.135,"Thailand",1,943
"Yinchuan",106.015,38.803,"China","Kunming",103.239,25.653,"China",1,1485
"Seoul",126.75,37.781,"South Korea","Yancheng",120.208,33.642,"China",1,748
"Huangyan",121.715,28.937,"China","Shanghai",122.342,31.238,"China",1,262
"Harbin",126.417,46.039,"China","Yantai",121.619,37.669,"China",1,1011
"Honolulu",-157.871,21.531,"United States","Shanghai",122.342,31.238,"China",1,7855
"Phuket",98.528,8.188,"Thailand","Xi'an",109.252,34.745,"China",1,3149
"Phuket",98.528,8.188,"Thailand","Kunming",103.239,25.653,"China",1,2005
"Hong Kong",114.524,22.514,"Hong Kong","Yancheng",120.208,33.642,"China",1,1356
"Hong Kong",114.524,22.514,"Hong Kong","Xi'an",109.252,34.745,"China",1,1453
"Hong Kong",114.524,22.514,"Hong Kong","Wuxi",120.715,31.824,"China",1,1202
"Hong Kong",114.524,22.514,"Hong Kong","Wenzhou",121.42,28.52,"China",1,961
"Hong Kong",114.524,22.514,"Hong Kong","Taiyuan",113.047,38.244,"China",1,1754
"Hong Kong",114.524,22.514,"Hong Kong","Jinan",117.359,37.428,"China",1,1680
"Hong Kong",114.524,22.514,"Hong Kong","Nanchang",116.5,29.441,"China",1,795
"Hong Kong",114.524,22.514,"Hong Kong","Hefei",117.497,32.3,"China",1,1126
"Huai An",119.246,34.295,"China","Xiamen",118.212,24.906,"China",1,1048
"Huai An",119.246,34.295,"China","Xi'an",109.252,34.745,"China",1,916
"Huai An",119.246,34.295,"China","Wuhan",114.346,31.306,"China",1,565
"Huai An",119.246,34.295,"China","Wenzhou",121.42,28.52,"China",1,674
"Huai An",119.246,34.295,"China","Beijing",116.974,40.133,"China",1,679
"Huai An",119.246,34.295,"China","Ninbo",121.769,30.377,"China",1,495
"Huai An",119.246,34.295,"China","Guangzhou",113.497,23.654,"China",1,1308
"Hangzhou",120.724,30.382,"China","Liuzhou",109.651,24.345,"China",1,1282
"Hangzhou",120.724,30.382,"China","Linyi",118.686,35.076,"China",1,555
"Hangzhou",120.724,30.382,"China","Dongsheng",110.055,40.416,"China",1,1474
"Hefei",117.497,32.3,"China","Urumqi",87.79,44.511,"China",1,2900
"Hefei",117.497,32.3,"China","Huangshan",118.426,30.222,"China",1,247
"Hefei",117.497,32.3,"China","Guilin",110.065,25.363,"China",1,1057
"Hefei",117.497,32.3,"China","Hong Kong",114.524,22.514,"Hong Kong",1,1126
"Hefei",117.497,32.3,"China","Chongqing",107.069,30.198,"China",1,1018
"Haikou",110.764,20.558,"China","Beihai",109.49,21.899,"China",1,199
"Golmud",99.445,35.055,"China","Xining",102.071,36.879,"China",1,311
"Golmud",99.445,35.055,"China","Xi'an",109.252,34.745,"China",1,894
"Dubai",55.607,25.421,"United Arab Emirates","Kunming",103.239,25.653,"China",1,4752
"Dongsheng",110.055,40.416,"China","Wuhan",114.346,31.306,"China",1,1083
"Dongsheng",110.055,40.416,"China","Kunming",103.239,25.653,"China",1,1758
"Dongsheng",110.055,40.416,"China","Hangzhou",120.724,30.382,"China",1,1474
"Denpasar",115.278,-8.581,"Indonesia","Shanghai",122.342,31.238,"China",1,4491
"Dali",100.532,26.082,"China","Chengdu",104.578,30.964,"China",1,671
"Dalian",121.897,39.609,"China","Mudanjiang",129.948,44.873,"China",1,883
"Dalian",121.897,39.609,"China","Linyi",118.686,35.076,"China",1,578
"Dalian",121.897,39.609,"China","Lianyungang",119.416,34.916,"China",1,566
"Shangri-La",100.128,28.322,"China","Lhasa",91.519,29.496,"China",1,847
"Shangri-La",100.128,28.322,"China","Chengdu",104.578,30.964,"China",1,520
"Dazhou",107.833,31.5,"China","Shanghai",122.342,31.238,"China",1,1376
"Datong",113.803,40.1,"China","Shanghai",122.342,31.238,"China",1,1250
"Dhaka",90.662,24.405,"Bangladesh","Kunming",103.239,25.653,"China",1,1274
"Chengdu",104.578,30.964,"China","Siem-reap",104.354,13.684,"Cambodia",1,1921
"Chengdu",104.578,30.964,"China","Dali",100.532,26.082,"China",1,671
"Chengdu",104.578,30.964,"China","Shangri-La",100.128,28.322,"China",1,520
"Changcha",113.366,28.315,"China","Yancheng",120.208,33.642,"China",1,880
"Changcha",113.366,28.315,"China","Wuxi",120.715,31.824,"China",1,807
"Changcha",113.366,28.315,"China","Nantong",121.626,32.118,"China",1,898
"Changcha",113.366,28.315,"China","Liuzhou",109.651,24.345,"China",1,576
"Changcha",113.366,28.315,"China","Linyi",118.686,35.076,"China",1,904
"Changcha",113.366,28.315,"China","Lijiang",100.388,27.472,"China",1,1278
"Chiang Mai",99.604,19.278,"Thailand","Kunming",103.239,25.653,"China",1,801
"Colombo",80.473,7.301,"Sri Lanka","Kunming",103.239,25.653,"China",1,3160
"Chongqing",107.069,30.198,"China","Liuzhou",109.651,24.345,"China",1,698
"Chongqing",107.069,30.198,"China","Hefei",117.497,32.3,"China",1,1018
"Changzhi",113.21,36.412,"China","Taiyuan",113.047,38.244,"China",1,204
"Chifeng",119.513,42.391,"China","Tianjin",117.576,39.207,"China",1,389
"Changchun",125.2,43.902,"China","Shijiazhuang",115.162,38.467,"China",1,1033
"Zhengzhou",114.401,34.866,"China","Xining",102.071,36.879,"China",1,1132
"Zhengzhou",114.401,34.866,"China","Nanjing",119.436,32.236,"China",1,550
"Calcutta",88.744,23.091,"India","Kunming",103.239,25.653,"China",1,1494
"Guangzhou",113.497,23.654,"China","Huai An",119.246,34.295,"China",1,1308
"Bangkok",101.245,14.135,"Thailand","Jinghong",101.266,22.623,"China",1,943
"Beihai",109.49,21.899,"China","Wuhan",114.346,31.306,"China",1,1151
"Beihai",109.49,21.899,"China","Kunming",103.239,25.653,"China",1,760
"Beihai",109.49,21.899,"China","Haikou",110.764,20.558,"China",1,199
"Xingyi",105.597,25.147,"China","Kunming",103.239,25.653,"China",1,243
"Berlin",13.479,52.932,"Germany","Cairo",31.675,30.203,"Egypt",1,2927
"Sharm El Sheikh",34.658,28.628,"Egypt","Luxor",33.177,26.118,"Egypt",1,315
"Sharm El Sheikh",34.658,28.628,"Egypt","Alexandria",30.16,31.529,"Egypt",1,539
"Sharm El Sheikh",34.658,28.628,"Egypt","Cairo",31.675,30.203,"Egypt",1,337
"Sharjah",55.861,25.547,"United Arab Emirates","Cairo",31.675,30.203,"Egypt",1,2428
"Marsa Alam",34.972,25.928,"Egypt","Cairo",31.675,30.203,"Egypt",1,574
"Port Said",32.4,31.465,"Egypt","Cairo",31.675,30.203,"Egypt",1,156
"Nairobi",37.545,-0.866,"Kenya","Cairo",31.675,30.203,"Egypt",1,3510
"Malta",14.795,36.429,"Malta","Cairo",31.675,30.203,"Egypt",1,1711
"Luxor",33.177,26.118,"Egypt","Cairo",31.675,30.203,"Egypt",1,477
"Lagos",3.535,6.962,"Nigeria","Cairo",31.675,30.203,"Egypt",1,3910
"Larnaca",34.041,35.458,"Cyprus","Cairo",31.675,30.203,"Egypt",1,624
"Kano",8.874,12.079,"Nigeria","Cairo",31.675,30.203,"Egypt",1,3094
"Juba",32.001,5.453,"South Sudan","Cairo",31.675,30.203,"Egypt",1,2752
"Hurghada",34.332,27.297,"Egypt","Alexandria",30.16,31.529,"Egypt",1,620
"Hurghada",34.332,27.297,"Egypt","Cairo",31.675,30.203,"Egypt",1,414
"Sohag",32.238,26.568,"Egypt","Cairo",31.675,30.203,"Egypt",1,407
"Alexandria",30.16,31.529,"Egypt","Sharm El Sheikh",34.658,28.628,"Egypt",1,539
"Alexandria",30.16,31.529,"Egypt","Hurghada",34.332,27.297,"Egypt",1,620
"Alexandria",30.16,31.529,"Egypt","Beirut",35.813,34.368,"Lebanon",1,614
"Alexandria",30.16,31.529,"Egypt","Athens",24.574,38.56,"Greece",1,932
"Erbil",44.605,36.396,"Iraq","Cairo",31.675,30.203,"Egypt",1,1383
"Entebbe",32.739,0.07,"Uganda","Cairo",31.675,30.203,"Egypt",1,3352
"Dar Es Salaam",39.337,-6.797,"Tanzania","Cairo",31.675,30.203,"Egypt",1,4194
"Cairo",31.675,30.203,"Egypt","Berlin",13.479,52.932,"Germany",1,2927
"Cairo",31.675,30.203,"Egypt","Sharm El Sheikh",34.658,28.628,"Egypt",1,337
"Cairo",31.675,30.203,"Egypt","Sharjah",55.861,25.547,"United Arab Emirates",1,2428
"Cairo",31.675,30.203,"Egypt","Marsa Alam",34.972,25.928,"Egypt",1,574
"Cairo",31.675,30.203,"Egypt","Port Said",32.4,31.465,"Egypt",1,156
"Cairo",31.675,30.203,"Egypt","Nairobi",37.545,-0.866,"Kenya",1,3510
"Cairo",31.675,30.203,"Egypt","Malta",14.795,36.429,"Malta",1,1711
"Cairo",31.675,30.203,"Egypt","Luxor",33.177,26.118,"Egypt",1,477
"Cairo",31.675,30.203,"Egypt","Lagos",3.535,6.962,"Nigeria",1,3910
"Cairo",31.675,30.203,"Egypt","Larnaca",34.041,35.458,"Cyprus",1,624
"Cairo",31.675,30.203,"Egypt","Kano",8.874,12.079,"Nigeria",1,3094
"Cairo",31.675,30.203,"Egypt","Juba",32.001,5.453,"South Sudan",1,2752
"Cairo",31.675,30.203,"Egypt","Hurghada",34.332,27.297,"Egypt",1,414
"Cairo",31.675,30.203,"Egypt","Sohag",32.238,26.568,"Egypt",1,407
"Cairo",31.675,30.203,"Egypt","Erbil",44.605,36.396,"Iraq",1,1383
"Cairo",31.675,30.203,"Egypt","Entebbe",32.739,0.07,"Uganda",1,3352
"Cairo",31.675,30.203,"Egypt","Dar Es Salaam",39.337,-6.797,"Tanzania",1,4194
"Cairo",31.675,30.203,"Egypt","Budapest",19.425,47.728,"Hungary",1,2211
"Cairo",31.675,30.203,"Egypt","Bombay",73.446,19.147,"India",1,4369
"Cairo",31.675,30.203,"Egypt","Baghdad",44.39,33.437,"Iraq",1,1253
"Cairo",31.675,30.203,"Egypt","Asyut",31.019,27.077,"Egypt",1,353
"Cairo",31.675,30.203,"Egypt","Aswan",33.366,24.607,"Egypt",1,644
"Cairo",31.675,30.203,"Egypt","Asmara",39.517,15.486,"Eritrea",1,1821
"Cairo",31.675,30.203,"Egypt","Accra",0.388,6.008,"Ghana",1,4234
"Cairo",31.675,30.203,"Egypt","Abuja",7.438,9.011,"Nigeria",1,3447
"Budapest",19.425,47.728,"Hungary","Cairo",31.675,30.203,"Egypt",1,2211
"Bombay",73.446,19.147,"India","Cairo",31.675,30.203,"Egypt",1,4369
"Baghdad",44.39,33.437,"Iraq","Cairo",31.675,30.203,"Egypt",1,1253
"Beirut",35.813,34.368,"Lebanon","Alexandria",30.16,31.529,"Egypt",1,614
"Asyut",31.019,27.077,"Egypt","Cairo",31.675,30.203,"Egypt",1,353
"Athens",24.574,38.56,"Greece","Alexandria",30.16,31.529,"Egypt",1,932
"Aswan",33.366,24.607,"Egypt","Cairo",31.675,30.203,"Egypt",1,644
"Aswan",33.366,24.607,"Egypt","Abu Simbel",32.019,22.626,"Egypt",1,259
"Asmara",39.517,15.486,"Eritrea","Cairo",31.675,30.203,"Egypt",1,1821
"Accra",0.388,6.008,"Ghana","Cairo",31.675,30.203,"Egypt",1,4234
"Abuja",7.438,9.011,"Nigeria","Cairo",31.675,30.203,"Egypt",1,3447
"Abu Simbel",32.019,22.626,"Egypt","Aswan",33.366,24.607,"Egypt",1,259
"Yellowknife",-114.068,62.771,"Canada","Ottawa",-75.449,45.537,"Canada",1,3085
"Winnipeg",-96.734,50.516,"Canada","Thompson",-97.774,56.335,"Canada",1,650
"Winnipeg",-96.734,50.516,"Canada","Gillam",-94.518,56.595,"Canada",1,691
"Thompson",-97.774,56.335,"Canada","Winnipeg",-96.734,50.516,"Canada",1,650
"Thompson",-97.774,56.335,"Canada","Gillam",-94.518,56.595,"Canada",1,202
"Rankin Inlet",-91.527,63.352,"Canada","Repulse Bay",-85.708,66.868,"Canada",1,476
"Gillam",-94.518,56.595,"Canada","Churchill",-93.442,59.231,"Canada",1,299
"Gillam",-94.518,56.595,"Canada","Winnipeg",-96.734,50.516,"Canada",1,691
"Gillam",-94.518,56.595,"Canada","Thompson",-97.774,56.335,"Canada",1,202
"Baker Lake",-95.463,64.498,"Canada","Chesterfield Inlet",-90.552,63.578,"Canada",1,259
"Rodriguez Island",63.601,-19.597,"Mauritius","Plaisance",58.139,-20.051,"Mauritius",1,573
"Perth",116.611,-31.901,"Australia","Plaisance",58.139,-20.051,"Mauritius",1,5922
"Munich",12.31,48.589,"Germany","Plaisance",58.139,-20.051,"Mauritius",1,8881
"Plaisance",58.139,-20.051,"Mauritius","Sydney",151.295,-33.911,"Australia",1,9058
"Plaisance",58.139,-20.051,"Mauritius","Rodriguez Island",63.601,-19.597,"Mauritius",1,573
"Plaisance",58.139,-20.051,"Mauritius","Perth",116.611,-31.901,"Australia",1,5922
"Plaisance",58.139,-20.051,"Mauritius","Munich",12.31,48.589,"Germany",1,8881
"Plaisance",58.139,-20.051,"Mauritius","Hong Kong",114.524,22.514,"Hong Kong",1,7735
"Plaisance",58.139,-20.051,"Mauritius","Geneva",6.181,46.396,"Switzerland",1,9042
"Melbourne",145.405,-37.456,"Australia","Plaisance",58.139,-20.051,"Mauritius",1,8436
"Hong Kong",114.524,22.514,"Hong Kong","Plaisance",58.139,-20.051,"Mauritius",1,7735
"Geneva",6.181,46.396,"Switzerland","Plaisance",58.139,-20.051,"Mauritius",1,9042
"Singapore",104.657,1.583,"Singapore","Dili",125.874,-8.245,"East Timor",1,2593
"Dili",125.874,-8.245,"East Timor","Singapore",104.657,1.583,"Singapore",1,2593
"Tawau",118.203,4.522,"Malaysia","Sandakan",118.099,6.501,"Malaysia",1,220
"Tanjung Manis",111.336,2.296,"Malaysia","Kuching",110.578,1.807,"Malaysia",1,100
"Sandakan",118.099,6.501,"Malaysia","Tawau",118.203,4.522,"Malaysia",1,220
"Sandakan",118.099,6.501,"Malaysia","Kudat",117.393,7.537,"Malaysia",1,139
"Sibu",112.642,2.436,"Malaysia","Miri",114.644,4.536,"Malaysia",1,322
"Sibu",112.642,2.436,"Malaysia","Bintulu",113.034,3.206,"Malaysia",1,96
"Sibu",112.642,2.436,"Malaysia","Kota Kinabalu",116.085,6.562,"Malaysia",1,596
"Perth",116.611,-31.901,"Australia","Kota Kinabalu",116.085,6.562,"Malaysia",1,4277
"Long Seridan",115.083,4.611,"Malaysia","Miri",114.644,4.536,"Malaysia",1,49
"Long Seridan",115.083,4.611,"Malaysia","Marudi",114.536,4.295,"Malaysia",1,70
"Mulu",115.341,4.08,"Malaysia","Miri",114.644,4.536,"Malaysia",1,92
"Mulu",115.341,4.08,"Malaysia","Kuching",110.578,1.807,"Malaysia",1,586
